date,currency,rate,diff
27.05.2024,EUR,13757.9,-30.49
27.05.2024,RUB,141.66,0.81
28.05.2024,USD,12679.99,-24.69
28.05.2024,EUR,13779.35,21.45
28.05.2024,RUB,143.34,1.68
29.05.2024,USD,12650.09,-29.9
29.05.2024,EUR,13759.5,-19.85
29.05.2024,RUB,143.18,-0.16
30.05.2024,USD,12640.87,-9.22
30.05.2024,EUR,13717.87,-41.63
30.05.2024,RUB,141.57,-1.61
31.05.2024,USD,12619.83,-21.04
31.05.2024,EUR,13645.82,-72.05
31.05.2024,RUB,140.36,-1.21
31.05.2024,USD,12619.83,-21.04
31.05.2024,EUR,13645.82,-72.05
31.05.2024,RUB,140.36,-1.21
31.05.2024,USD,12619.83,-21.04
31.05.2024,EUR,13645.82,-72.05
31.05.2024,RUB,140.36,-1.21
03.06.2024,USD,12599.85,-19.98
03.06.2024,EUR,13668.32,22.5
03.06.2024,RUB,139.64,-0.72
04.06.2024,USD,12614.95,15.1
04.06.2024,EUR,13668.3,-0.02
04.06.2024,RUB,141.38,1.74
05.06.2024,USD,12665.03,50.08
05.06.2024,EUR,13769.42,101.12
05.06.2024,RUB,142.91,1.53
06.06.2024,USD,12676.03,11.0
06.06.2024,EUR,13783.92,14.5
06.06.2024,RUB,142.92,0.01
07.06.2024,USD,12659.97,-16.06
07.06.2024,EUR,13774.05,-9.87
07.06.2024,RUB,142.35,-0.57
07.06.2024,USD,12659.97,-16.06
07.06.2024,EUR,13774.05,-9.87
07.06.2024,RUB,142.35,-0.57
07.06.2024,USD,12659.97,-16.06
07.06.2024,EUR,13774.05,-9.87
07.06.2024,RUB,142.35,-0.57
10.06.2024,USD,12646.87,-13.1
10.06.2024,EUR,13774.97,0.92
10.06.2024,RUB,142.44,0.09
11.06.2024,USD,12634.92,-11.95
11.06.2024,EUR,13572.43,-202.54
11.06.2024,RUB,142.0,-0.44
12.06.2024,USD,12598.05,-36.87
12.06.2024,EUR,13544.16,-28.27
12.06.2024,RUB,141.43,-0.57
13.06.2024,USD,12621.01,22.96
13.06.2024,EUR,13571.37,27.21
13.06.2024,RUB,141.55,0.12
14.06.2024,USD,12614.8,-6.21
14.06.2024,EUR,13626.51,55.14
14.06.2024,RUB,143.33,1.78
14.06.2024,USD,12614.8,-6.21
14.06.2024,EUR,13626.51,55.14
14.06.2024,RUB,143.33,1.78
14.06.2024,USD,12614.8,-6.21
14.06.2024,EUR,13626.51,55.14
14.06.2024,RUB,143.33,1.78
14.06.2024,USD,12614.8,-6.21
14.06.2024,EUR,13626.51,55.14
14.06.2024,RUB,143.33,1.78
14.06.2024,USD,12614.8,-6.21
14.06.2024,EUR,13626.51,55.14
14.06.2024,RUB,143.33,1.78
19.06.2024,USD,12627.02,12.22
19.06.2024,EUR,13494.5,-132.01
19.06.2024,RUB,142.18,-1.15
20.06.2024,USD,12643.91,16.89
20.06.2024,EUR,13575.77,81.27
20.06.2024,RUB,151.59,9.41
21.06.2024,USD,12639.81,-4.1
21.06.2024,EUR,13556.2,-19.57
21.06.2024,RUB,146.96,-4.63
21.06.2024,USD,12639.81,-4.1
21.06.2024,EUR,13556.2,-19.57
21.06.2024,RUB,146.96,-4.63
21.06.2024,USD,12639.81,-4.1
21.06.2024,EUR,13556.2,-19.57
21.06.2024,RUB,146.96,-4.63
24.06.2024,USD,12625.18,-14.63
24.06.2024,EUR,13505.16,-51.04
24.06.2024,RUB,146.62,-0.34
25.06.2024,USD,12599.92,-25.26
25.06.2024,EUR,13510.89,5.73
25.06.2024,RUB,144.48,-2.14
26.06.2024,USD,12586.41,-13.51
26.06.2024,EUR,13497.67,-13.22
26.06.2024,RUB,144.49,0.01
27.06.2024,USD,12580.27,-6.14
27.06.2024,EUR,13447.05,-50.62
27.06.2024,RUB,144.75,0.26
28.06.2024,USD,12555.16,-25.11
28.06.2024,EUR,13430.25,-16.8
28.06.2024,RUB,147.69,2.94
28.06.2024,USD,12555.16,-25.11
28.06.2024,EUR,13430.25,-16.8
28.06.2024,RUB,147.69,2.94
28.06.2024,USD,12555.16,-25.11
28.06.2024,EUR,13430.25,-16.8
28.06.2024,RUB,147.69,2.94
01.07.2024,USD,12557.67,2.51
01.07.2024,EUR,13448.01,17.76
01.07.2024,RUB,147.37,-0.32
02.07.2024,USD,12585.01,27.34
02.07.2024,EUR,13538.95,90.94
02.07.2024,RUB,145.06,-2.31
03.07.2024,USD,12571.9,-13.11
03.07.2024,EUR,13465.76,-73.19
03.07.2024,RUB,143.83,-1.23
04.07.2024,USD,12584.05,12.15
04.07.2024,EUR,13535.4,69.64
04.07.2024,RUB,143.8,-0.03
05.07.2024,USD,12600.05,16.0
05.07.2024,EUR,13605.53,70.13
05.07.2024,RUB,143.17,-0.63
05.07.2024,USD,12600.05,16.0
05.07.2024,EUR,13605.53,70.13
05.07.2024,RUB,143.17,-0.63
05.07.2024,USD,12600.05,16.0
05.07.2024,EUR,13605.53,70.13
05.07.2024,RUB,143.17,-0.63
08.07.2024,USD,12603.72,3.67
08.07.2024,EUR,13646.05,40.52
08.07.2024,RUB,143.21,0.04
09.07.2024,USD,12618.26,14.54
09.07.2024,EUR,13675.67,29.62
09.07.2024,RUB,142.9,-0.31
10.07.2024,USD,12630.03,11.77
10.07.2024,EUR,13669.48,-6.19
10.07.2024,RUB,144.49,1.59
11.07.2024,USD,12632.88,2.85
11.07.2024,EUR,13667.51,-1.97
11.07.2024,RUB,144.52,0.03
12.07.2024,USD,12655.02,22.14
12.07.2024,EUR,13725.63,58.12
12.07.2024,RUB,144.28,-0.24
12.07.2024,USD,12655.02,22.14
12.07.2024,EUR,13725.63,58.12
12.07.2024,RUB,144.28,-0.24
12.07.2024,USD,12655.02,22.14
12.07.2024,EUR,13725.63,58.12
12.07.2024,RUB,144.28,-0.24
15.07.2024,USD,12635.27,-19.75
15.07.2024,EUR,13753.49,27.86
15.07.2024,RUB,144.47,0.19
16.07.2024,USD,12607.62,-27.65
16.07.2024,EUR,13758.7,5.21
16.07.2024,RUB,144.4,-0.07
17.07.2024,USD,12586.03,-21.59
17.07.2024,EUR,13716.26,-42.44
17.07.2024,RUB,143.99,-0.41
18.07.2024,USD,12587.94,1.91
18.07.2024,EUR,13776.24,59.98
18.07.2024,RUB,143.19,-0.8
19.07.2024,USD,12601.08,13.14
19.07.2024,EUR,13774.24,-2.0
19.07.2024,RUB,143.5,0.31
19.07.2024,USD,12601.08,13.14
19.07.2024,EUR,13774.24,-2.0
19.07.2024,RUB,143.5,0.31
19.07.2024,USD,12601.08,13.14
19.07.2024,EUR,13774.24,-2.0
19.07.2024,RUB,143.5,0.31
22.07.2024,USD,12610.04,8.96
22.07.2024,EUR,13720.98,-53.26
22.07.2024,RUB,143.28,-0.22
23.07.2024,USD,12593.04,-17.0
23.07.2024,EUR,13716.34,-4.64
23.07.2024,RUB,143.82,0.54
24.07.2024,USD,12584.28,-8.76
24.07.2024,EUR,13676.6,-39.74
24.07.2024,RUB,144.38,0.56
25.07.2024,USD,12625.04,40.76
25.07.2024,EUR,13686.81,10.21
25.07.2024,RUB,146.11,1.73
26.07.2024,USD,12634.0,8.96
26.07.2024,EUR,13710.42,23.61
26.07.2024,RUB,148.62,2.51
26.07.2024,USD,12634.0,8.96
26.07.2024,EUR,13710.42,23.61
26.07.2024,RUB,148.62,2.51
26.07.2024,USD,12634.0,8.96
26.07.2024,EUR,13710.42,23.61
26.07.2024,RUB,148.62,2.51
29.07.2024,USD,12599.83,-34.17
29.07.2024,EUR,13675.86,-34.56
29.07.2024,RUB,147.78,-0.84
30.07.2024,USD,12574.38,-25.45
30.07.2024,EUR,13626.86,-49.0
30.07.2024,RUB,145.52,-2.26
31.07.2024,USD,12541.04,-33.34
31.07.2024,EUR,13584.45,-42.41
31.07.2024,RUB,145.56,0.04
01.08.2024,USD,12544.11,3.07
01.08.2024,EUR,13580.25,-4.2
01.08.2024,RUB,145.68,0.12
02.08.2024,USD,12574.88,30.77
02.08.2024,EUR,13553.21,-27.04
02.08.2024,RUB,146.54,0.86
02.08.2024,USD,12574.88,30.77
02.08.2024,EUR,13553.21,-27.04
02.08.2024,RUB,146.54,0.86
02.08.2024,USD,12574.88,30.77
02.08.2024,EUR,13553.21,-27.04
02.08.2024,RUB,146.54,0.86
05.08.2024,USD,12581.86,6.98
05.08.2024,EUR,13614.83,61.62
05.08.2024,RUB,146.62,0.08
06.08.2024,USD,12594.85,12.99
06.08.2024,EUR,13793.88,179.05
06.08.2024,RUB,148.33,1.71
07.08.2024,USD,12615.97,21.12
07.08.2024,EUR,13767.81,-26.07
07.08.2024,RUB,148.58,0.25
08.08.2024,USD,12640.01,24.04
08.08.2024,EUR,13795.31,27.5
08.08.2024,RUB,146.96,-1.62
09.08.2024,USD,12651.98,11.97
09.08.2024,EUR,13824.82,29.51
09.08.2024,RUB,145.91,-1.05
09.08.2024,USD,12651.98,11.97
09.08.2024,EUR,13824.82,29.51
09.08.2024,RUB,145.91,-1.05
09.08.2024,USD,12651.98,11.97
09.08.2024,EUR,13824.82,29.51
09.08.2024,RUB,145.91,-1.05
12.08.2024,USD,12643.0,-8.98
12.08.2024,EUR,13806.16,-18.66
12.08.2024,RUB,143.33,-2.58
13.08.2024,USD,12630.96,-12.04
13.08.2024,EUR,13801.85,-4.31
13.08.2024,RUB,139.09,-4.24
14.08.2024,USD,12619.96,-11.0
14.08.2024,EUR,13779.73,-22.12
14.08.2024,RUB,135.83,-3.26
15.08.2024,USD,12622.77,2.81
15.08.2024,EUR,13917.87,138.14
15.08.2024,RUB,139.46,3.63
16.08.2024,USD,12650.05,27.28
16.08.2024,EUR,13930.24,12.37
16.08.2024,RUB,142.6,3.14
16.08.2024,USD,12650.05,27.28
16.08.2024,EUR,13930.24,12.37
16.08.2024,RUB,142.6,3.14
16.08.2024,USD,12650.05,27.28
16.08.2024,EUR,13930.24,12.37
16.08.2024,RUB,142.6,3.14
19.08.2024,USD,12658.0,7.95
19.08.2024,EUR,13911.14,-19.1
19.08.2024,RUB,142.21,-0.39
20.08.2024,USD,12640.93,-17.07
20.08.2024,EUR,13949.27,38.13
20.08.2024,RUB,141.14,-1.07
21.08.2024,USD,12625.21,-15.72
21.08.2024,EUR,13982.42,33.15
21.08.2024,RUB,138.42,-2.72
22.08.2024,USD,12645.01,19.8
22.08.2024,EUR,14057.46,75.04
22.08.2024,RUB,137.66,-0.76
23.08.2024,USD,12677.04,32.03
23.08.2024,EUR,14122.22,64.76
23.08.2024,RUB,139.06,1.4
23.08.2024,USD,12677.04,32.03
23.08.2024,EUR,14122.22,64.76
23.08.2024,RUB,139.06,1.4
23.08.2024,USD,12677.04,32.03
23.08.2024,EUR,14122.22,64.76
23.08.2024,RUB,139.06,1.4
26.08.2024,USD,12688.08,11.04
26.08.2024,EUR,14106.61,-15.61
26.08.2024,RUB,138.2,-0.86
27.08.2024,USD,12669.65,-18.43
27.08.2024,EUR,14158.33,51.72
27.08.2024,RUB,138.0,-0.2
28.08.2024,USD,12652.19,-17.46
28.08.2024,EUR,14131.23,-27.1
28.08.2024,RUB,138.41,0.41
29.08.2024,USD,12673.94,21.75
29.08.2024,EUR,14113.7,-17.53
29.08.2024,RUB,138.65,0.24
30.08.2024,USD,12625.01,-48.93
30.08.2024,EUR,14006.19,-107.51
30.08.2024,RUB,138.11,-0.54
30.08.2024,USD,12625.01,-48.93
30.08.2024,EUR,14006.19,-107.51
30.08.2024,RUB,138.11,-0.54
30.08.2024,USD,12625.01,-48.93
30.08.2024,EUR,14006.19,-107.51
30.08.2024,RUB,138.11,-0.54
30.08.2024,USD,12625.01,-48.93
30.08.2024,EUR,14006.19,-107.51
30.08.2024,RUB,138.11,-0.54
30.08.2024,USD,12625.01,-48.93
30.08.2024,EUR,14006.19,-107.51
30.08.2024,RUB,138.11,-0.54
04.09.2024,USD,12640.04,15.03
04.09.2024,EUR,14008.96,2.77
04.09.2024,RUB,138.33,0.22
05.09.2024,USD,12650.26,10.22
05.09.2024,EUR,13983.6,-25.36
05.09.2024,RUB,141.96,3.63
06.09.2024,USD,12707.95,57.69
06.09.2024,EUR,14099.47,115.87
06.09.2024,RUB,140.95,-1.01
06.09.2024,USD,12707.95,57.69
06.09.2024,EUR,14099.47,115.87
06.09.2024,RUB,140.95,-1.01
06.09.2024,USD,12707.95,57.69
06.09.2024,EUR,14099.47,115.87
06.09.2024,RUB,140.95,-1.01
09.09.2024,USD,12700.1,-7.85
09.09.2024,EUR,14114.89,15.42
09.09.2024,RUB,141.25,0.3
10.09.2024,USD,12681.79,-18.31
10.09.2024,EUR,14023.52,-91.37
10.09.2024,RUB,140.11,-1.14
11.09.2024,USD,12686.71,4.92
11.09.2024,EUR,14004.86,-18.66
11.09.2024,RUB,139.09,-1.02
12.09.2024,USD,12715.07,28.36
12.09.2024,EUR,14041.25,36.39
12.09.2024,RUB,139.71,0.62
13.09.2024,USD,12741.76,26.69
13.09.2024,EUR,14035.05,-6.2
13.09.2024,RUB,139.85,0.14
13.09.2024,USD,12741.76,26.69
13.09.2024,EUR,14035.05,-6.2
13.09.2024,RUB,139.85,0.14
13.09.2024,USD,12741.76,26.69
13.09.2024,EUR,14035.05,-6.2
13.09.2024,RUB,139.85,0.14
16.09.2024,USD,12749.75,7.99
16.09.2024,EUR,14142.02,106.97
16.09.2024,RUB,140.25,0.4
17.09.2024,USD,12729.48,-20.27
17.09.2024,EUR,14156.45,14.43
17.09.2024,RUB,139.72,-0.53
18.09.2024,USD,12732.56,3.08
18.09.2024,EUR,14181.53,25.08
18.09.2024,RUB,139.37,-0.35
19.09.2024,USD,12739.95,7.39
19.09.2024,EUR,14191.03,9.5
19.09.2024,RUB,139.14,-0.23
20.09.2024,USD,12724.84,-15.11
20.09.2024,EUR,14223.83,32.8
20.09.2024,RUB,137.11,-2.03
20.09.2024,USD,12724.84,-15.11
20.09.2024,EUR,14223.83,32.8
20.09.2024,RUB,137.11,-2.03
20.09.2024,USD,12724.84,-15.11
20.09.2024,EUR,14223.83,32.8
20.09.2024,RUB,137.11,-2.03
23.09.2024,USD,12729.83,4.99
23.09.2024,EUR,14207.76,-16.07
23.09.2024,RUB,137.46,0.35
24.09.2024,USD,12747.29,17.46
24.09.2024,EUR,14158.42,-49.34
24.09.2024,RUB,137.27,-0.19
25.09.2024,USD,12754.83,7.54
25.09.2024,EUR,14202.5,44.08
25.09.2024,RUB,137.21,-0.06
26.09.2024,USD,12757.65,2.82
26.09.2024,EUR,14268.16,65.66
26.09.2024,RUB,138.05,0.84
27.09.2024,USD,12736.48,-21.17
27.09.2024,EUR,14193.53,-74.63
27.09.2024,RUB,137.6,-0.45
27.09.2024,USD,12736.48,-21.17
27.09.2024,EUR,14193.53,-74.63
27.09.2024,RUB,137.6,-0.45
27.09.2024,USD,12736.48,-21.17
27.09.2024,EUR,14193.53,-74.63
27.09.2024,RUB,137.6,-0.45
30.09.2024,USD,12715.42,-21.06
30.09.2024,EUR,14190.41,-3.12
30.09.2024,RUB,137.0,-0.6
30.09.2024,USD,12715.42,-21.06
30.09.2024,EUR,14190.41,-3.12
30.09.2024,RUB,137.0,-0.6
02.10.2024,USD,12739.99,24.57
02.10.2024,EUR,14256.05,65.64
02.10.2024,RUB,136.83,-0.17
03.10.2024,USD,12757.94,17.95
03.10.2024,EUR,14125.59,-130.46
03.10.2024,RUB,135.06,-1.77
04.10.2024,USD,12741.02,-16.92
04.10.2024,EUR,14062.26,-63.33
04.10.2024,RUB,134.38,-0.68
04.10.2024,USD,12741.02,-16.92
04.10.2024,EUR,14062.26,-63.33
04.10.2024,RUB,134.38,-0.68
04.10.2024,USD,12741.02,-16.92
04.10.2024,EUR,14062.26,-63.33
04.10.2024,RUB,134.38,-0.68
07.10.2024,USD,12775.02,34.0
07.10.2024,EUR,14090.85,28.59
07.10.2024,RUB,134.6,0.22
08.10.2024,USD,12794.88,19.86
08.10.2024,EUR,14021.91,-68.94
08.10.2024,RUB,132.99,-1.61
09.10.2024,USD,12787.03,-7.85
09.10.2024,EUR,14049.11,27.2
09.10.2024,RUB,133.05,0.06
10.10.2024,USD,12778.0,-9.03
10.10.2024,EUR,14012.35,-36.76
10.10.2024,RUB,131.58,-1.47
11.10.2024,USD,12768.3,-9.7
11.10.2024,EUR,13960.86,-51.49
11.10.2024,RUB,131.15,-0.43
11.10.2024,USD,12768.3,-9.7
11.10.2024,EUR,13960.86,-51.49
11.10.2024,RUB,131.15,-0.43
11.10.2024,USD,12768.3,-9.7
11.10.2024,EUR,13960.86,-51.49
11.10.2024,RUB,131.15,-0.43
14.10.2024,USD,12780.14,11.84
14.10.2024,EUR,13980.2,19.34
14.10.2024,RUB,133.11,1.96
15.10.2024,USD,12803.05,22.91
15.10.2024,EUR,13992.45,12.25
15.10.2024,RUB,133.21,0.1
16.10.2024,USD,12793.03,-10.02
16.10.2024,EUR,13961.03,-31.42
16.10.2024,RUB,131.87,-1.34
17.10.2024,USD,12777.06,-15.97
17.10.2024,EUR,13920.61,-40.42
17.10.2024,RUB,131.44,-0.43
18.10.2024,USD,12803.06,26.0
18.10.2024,EUR,13902.84,-17.77
18.10.2024,RUB,131.84,0.4
18.10.2024,USD,12803.06,26.0
18.10.2024,EUR,13902.84,-17.77
18.10.2024,RUB,131.84,0.4
18.10.2024,USD,12803.06,26.0
18.10.2024,EUR,13902.84,-17.77
18.10.2024,RUB,131.84,0.4
21.10.2024,USD,12815.13,12.07
21.10.2024,EUR,13898.01,-4.83
21.10.2024,RUB,133.2,1.36
22.10.2024,USD,12805.09,-10.04
22.10.2024,EUR,13889.68,-8.33
22.10.2024,RUB,133.1,-0.1
23.10.2024,USD,12817.85,12.76
23.10.2024,EUR,13865.07,-24.61
23.10.2024,RUB,132.95,-0.15
24.10.2024,USD,12827.9,10.05
24.10.2024,EUR,13832.32,-32.75
24.10.2024,RUB,132.85,-0.1
25.10.2024,USD,12816.11,-11.79
25.10.2024,EUR,13836.27,3.95
25.10.2024,RUB,132.86,0.01
25.10.2024,USD,12816.11,-11.79
25.10.2024,EUR,13836.27,3.95
25.10.2024,RUB,132.86,0.01
25.10.2024,USD,12816.11,-11.79
25.10.2024,EUR,13836.27,3.95
25.10.2024,RUB,132.86,0.01
28.10.2024,USD,12808.39,-7.72
28.10.2024,EUR,13862.52,26.25
28.10.2024,RUB,132.63,-0.23
29.10.2024,USD,12794.92,-13.47
29.10.2024,EUR,13836.43,-26.09
29.10.2024,RUB,131.76,-0.87
30.10.2024,USD,12784.97,-9.95
30.10.2024,EUR,13830.78,-5.65
30.10.2024,RUB,131.45,-0.31
31.10.2024,USD,12774.34,-10.63
31.10.2024,EUR,13848.66,17.88
31.10.2024,RUB,132.17,0.72
01.11.2024,USD,12780.09,5.75
01.11.2024,EUR,13889.4,40.74
01.11.2024,RUB,131.67,-0.5
01.11.2024,USD,12780.09,5.75
01.11.2024,EUR,13889.4,40.74
01.11.2024,RUB,131.67,-0.5
01.11.2024,USD,12780.09,5.75
01.11.2024,EUR,13889.4,40.74
01.11.2024,RUB,131.67,-0.5
04.11.2024,USD,12795.02,14.93
04.11.2024,EUR,13894.11,4.71
04.11.2024,RUB,131.62,-0.05
05.11.2024,USD,12790.12,-4.9
05.11.2024,EUR,13936.11,42.0
05.11.2024,RUB,130.03,-1.59
06.11.2024,USD,12774.98,-15.14
06.11.2024,EUR,13914.51,-21.6
06.11.2024,RUB,130.14,0.11
07.11.2024,USD,12786.98,12.0
07.11.2024,EUR,13753.68,-160.83
07.11.2024,RUB,130.27,0.13
08.11.2024,USD,12809.05,22.07
08.11.2024,EUR,13765.89,12.21
08.11.2024,RUB,130.56,0.29
08.11.2024,USD,12809.05,22.07
08.11.2024,EUR,13765.89,12.21
08.11.2024,RUB,130.56,0.29
08.11.2024,USD,12809.05,22.07
08.11.2024,EUR,13765.89,12.21
08.11.2024,RUB,130.56,0.29
11.11.2024,USD,12822.98,13.93
11.11.2024,EUR,13823.17,57.28
11.11.2024,RUB,131.24,0.68
12.11.2024,USD,12803.81,-19.17
12.11.2024,EUR,13677.03,-146.14
12.11.2024,RUB,130.64,-0.6
13.11.2024,USD,12793.38,-10.43
13.11.2024,EUR,13595.52,-81.51
13.11.2024,RUB,130.73,0.09
14.11.2024,USD,12808.03,14.65
14.11.2024,EUR,13612.37,16.85
14.11.2024,RUB,130.15,-0.58
15.11.2024,USD,12800.13,-7.9
15.11.2024,EUR,13467.02,-145.35
15.11.2024,RUB,129.02,-1.13
15.11.2024,USD,12800.13,-7.9
15.11.2024,EUR,13467.02,-145.35
15.11.2024,RUB,129.02,-1.13
15.11.2024,USD,12800.13,-7.9
15.11.2024,EUR,13467.02,-145.35
15.11.2024,RUB,129.02,-1.13
18.11.2024,USD,12812.3,12.17
18.11.2024,EUR,13532.35,65.33
18.11.2024,RUB,128.37,-0.65
19.11.2024,USD,12825.01,12.71
19.11.2024,EUR,13552.19,19.84
19.11.2024,RUB,128.62,0.25
20.11.2024,USD,12844.0,18.99
20.11.2024,EUR,13550.42,-1.77
20.11.2024,RUB,128.3,-0.32
21.11.2024,USD,12855.93,11.93
21.11.2024,EUR,13570.72,20.3
21.11.2024,RUB,128.16,-0.14
22.11.2024,USD,12844.21,-11.72
22.11.2024,EUR,13508.26,-62.46
22.11.2024,RUB,127.35,-0.81
22.11.2024,USD,12844.21,-11.72
22.11.2024,EUR,13508.26,-62.46
22.11.2024,RUB,127.35,-0.81
22.11.2024,USD,12844.21,-11.72
22.11.2024,EUR,13508.26,-62.46
22.11.2024,RUB,127.35,-0.81
25.11.2024,USD,12829.07,-15.14
25.11.2024,EUR,13344.8,-163.46
25.11.2024,RUB,124.91,-2.44
26.11.2024,USD,12814.78,-14.29
26.11.2024,EUR,13442.7,97.9
26.11.2024,RUB,123.5,-1.41
27.11.2024,USD,12820.47,5.69
27.11.2024,EUR,13470.47,27.77
27.11.2024,RUB,122.26,-1.24
28.11.2024,USD,12848.38,27.91
28.11.2024,EUR,13512.64,42.17
28.11.2024,RUB,120.07,-2.19
29.11.2024,USD,12865.05,16.67
29.11.2024,EUR,13550.76,38.12
29.11.2024,RUB,116.73,-3.34
29.11.2024,USD,12865.05,16.67
29.11.2024,EUR,13550.76,38.12
29.11.2024,RUB,116.73,-3.34
29.11.2024,USD,12865.05,16.67
29.11.2024,EUR,13550.76,38.12
29.11.2024,RUB,116.73,-3.34
02.12.2024,USD,12852.0,-13.05
02.12.2024,EUR,13569.14,18.38
02.12.2024,RUB,118.99,2.26
03.12.2024,USD,12838.33,-13.67
03.12.2024,EUR,13498.22,-70.92
03.12.2024,RUB,119.7,0.71
04.12.2024,USD,12825.43,-12.9
04.12.2024,EUR,13493.63,-4.59
04.12.2024,RUB,120.98,1.28
05.12.2024,USD,12813.04,-12.39
05.12.2024,EUR,13457.54,-36.09
05.12.2024,RUB,122.6,1.62
06.12.2024,USD,12837.1,24.06
06.12.2024,EUR,13516.18,58.64
06.12.2024,RUB,124.62,2.02
06.12.2024,USD,12837.1,24.06
06.12.2024,EUR,13516.18,58.64
06.12.2024,RUB,124.62,2.02
06.12.2024,USD,12837.1,24.06
06.12.2024,EUR,13516.18,58.64
06.12.2024,RUB,124.62,2.02
06.12.2024,USD,12837.1,24.06
06.12.2024,EUR,13516.18,58.64
06.12.2024,RUB,124.62,2.02
10.12.2024,USD,12861.25,24.15
10.12.2024,EUR,13603.34,87.16
10.12.2024,RUB,128.41,3.79
11.12.2024,USD,12874.02,12.77
11.12.2024,EUR,13558.92,-44.42
11.12.2024,RUB,128.21,-0.2
12.12.2024,USD,12865.66,-8.36
12.12.2024,EUR,13510.23,-48.69
12.12.2024,RUB,125.14,-3.07
13.12.2024,USD,12860.09,-5.57
13.12.2024,EUR,13515.95,5.72
13.12.2024,RUB,123.64,-1.5
14.12.2024,USD,12880.0,19.91
14.12.2024,EUR,13507.26,-8.69
14.12.2024,RUB,124.01,0.37
14.12.2024,USD,12880.0,19.91
14.12.2024,EUR,13507.26,-8.69
14.12.2024,RUB,124.01,0.37
16.12.2024,USD,12892.97,12.97
16.12.2024,EUR,13541.49,34.23
16.12.2024,RUB,123.38,-0.63
17.12.2024,USD,12874.86,-18.11
17.12.2024,EUR,13525.04,-16.45
17.12.2024,RUB,123.06,-0.32
18.12.2024,USD,12869.9,-4.96
18.12.2024,EUR,13496.66,-28.38
18.12.2024,RUB,124.94,1.88
19.12.2024,USD,12861.83,-8.07
19.12.2024,EUR,13497.2,0.54
19.12.2024,RUB,125.47,0.53
20.12.2024,USD,12875.06,13.23
20.12.2024,EUR,13406.8,-90.4
20.12.2024,RUB,124.75,-0.72
20.12.2024,USD,12875.06,13.23
20.12.2024,EUR,13406.8,-90.4
20.12.2024,RUB,124.75,-0.72
20.12.2024,USD,12875.06,13.23
20.12.2024,EUR,13406.8,-90.4
20.12.2024,RUB,124.75,-0.72
23.12.2024,USD,12893.07,18.01
23.12.2024,EUR,13386.87,-19.93
23.12.2024,RUB,125.96,1.21
24.12.2024,USD,12902.0,8.93
24.12.2024,EUR,13428.4,41.53
24.12.2024,RUB,127.6,1.64
25.12.2024,USD,12909.8,7.8
25.12.2024,EUR,13415.86,-12.54
25.12.2024,RUB,129.09,1.49
26.12.2024,USD,12928.27,18.47
26.12.2024,EUR,13462.21,46.35
26.12.2024,RUB,129.66,0.57
27.12.2024,USD,12920.48,-7.79
27.12.2024,EUR,13436.01,-26.2
27.12.2024,RUB,130.17,0.51
27.12.2024,USD,12920.48,-7.79
27.12.2024,EUR,13436.01,-26.2
27.12.2024,RUB,130.17,0.51
27.12.2024,USD,12920.48,-7.79
27.12.2024,EUR,13436.01,-26.2
27.12.2024,RUB,130.17,0.51
27.12.2024,USD,12920.48,-7.79
27.12.2024,EUR,13436.01,-26.2
27.12.2024,RUB,130.17,0.51
27.12.2024,USD,12920.48,-7.79
27.12.2024,EUR,13436.01,-26.2
27.12.2024,RUB,130.17,0.51
27.12.2024,USD,12920.48,-7.79
27.12.2024,EUR,13436.01,-26.2
27.12.2024,RUB,130.17,0.51
27.12.2024,USD,12920.48,-7.79
27.12.2024,EUR,13436.01,-26.2
27.12.2024,RUB,130.17,0.51
03.01.2025,USD,12904.91,-15.57
03.01.2025,EUR,13443.04,7.03
03.01.2025,RUB,126.51,-3.66
04.01.2025,USD,12915.18,10.27
04.01.2025,EUR,13291.01,-152.03
04.01.2025,RUB,115.31,-11.2
04.01.2025,USD,12915.18,10.27
04.01.2025,EUR,13291.01,-152.03
04.01.2025,RUB,115.31,-11.2
06.01.2025,USD,12942.01,26.83
06.01.2025,EUR,13341.92,50.91
06.01.2025,RUB,117.12,1.81
07.01.2025,USD,12930.11,-11.9
07.01.2025,EUR,13390.42,48.5
07.01.2025,RUB,120.94,3.82
08.01.2025,USD,12948.1,17.99
08.01.2025,EUR,13502.28,111.86
08.01.2025,RUB,121.01,0.07
09.01.2025,USD,12962.98,14.88
09.01.2025,EUR,13377.8,-124.48
09.01.2025,RUB,123.68,2.67
10.01.2025,USD,12940.44,-22.54
10.01.2025,EUR,13336.42,-41.38
10.01.2025,RUB,126.85,3.17
10.01.2025,USD,12940.44,-22.54
10.01.2025,EUR,13336.42,-41.38
10.01.2025,RUB,126.85,3.17
10.01.2025,USD,12940.44,-22.54
10.01.2025,EUR,13336.42,-41.38
10.01.2025,RUB,126.85,3.17
13.01.2025,USD,12957.0,16.56
13.01.2025,EUR,13345.71,9.29
13.01.2025,RUB,127.77,0.92
14.01.2025,USD,12972.08,15.08
14.01.2025,EUR,13223.74,-121.97
14.01.2025,RUB,126.61,-1.16
15.01.2025,USD,12971.0,-1.08
15.01.2025,EUR,13308.25,84.51
15.01.2025,RUB,126.04,-0.57
16.01.2025,USD,12962.01,-8.99
16.01.2025,EUR,13365.13,56.88
16.01.2025,RUB,126.02,-0.02
