date,currency,rate,diff
04.10.2023,EUR,12807.26,-141.95
04.10.2023,RUB,123.1,-2.3
05.10.2023,USD,12207.92,-8.09
05.10.2023,EUR,12817.1,9.84
05.10.2023,RUB,122.79,-0.31
06.10.2023,USD,12198.12,-9.8
06.10.2023,EUR,12817.78,0.68
06.10.2023,RUB,122.27,-0.52
06.10.2023,USD,12198.12,-9.8
06.10.2023,EUR,12817.78,0.68
06.10.2023,RUB,122.27,-0.52
06.10.2023,USD,12198.12,-9.8
06.10.2023,EUR,12817.78,0.68
06.10.2023,RUB,122.27,-0.52
09.10.2023,USD,12189.81,-8.31
09.10.2023,EUR,12863.91,46.13
09.10.2023,RUB,121.5,-0.77
10.10.2023,USD,12180.05,-9.76
10.10.2023,EUR,12829.25,-34.66
10.10.2023,RUB,120.76,-0.74
11.10.2023,USD,12200.22,20.17
11.10.2023,EUR,12934.67,105.42
11.10.2023,RUB,122.71,1.95
12.10.2023,USD,12216.09,15.87
12.10.2023,EUR,12955.16,20.49
12.10.2023,RUB,122.46,-0.25
13.10.2023,USD,12229.01,12.92
13.10.2023,EUR,12984.76,29.6
13.10.2023,RUB,126.26,3.8
13.10.2023,USD,12229.01,12.92
13.10.2023,EUR,12984.76,29.6
13.10.2023,RUB,126.26,3.8
13.10.2023,USD,12229.01,12.92
13.10.2023,EUR,12984.76,29.6
13.10.2023,RUB,126.26,3.8
16.10.2023,USD,12217.85,-11.16
16.10.2023,EUR,12864.17,-120.59
16.10.2023,RUB,125.78,-0.48
17.10.2023,USD,12201.05,-16.8
17.10.2023,EUR,12850.15,-14.02
17.10.2023,RUB,125.13,-0.65
18.10.2023,USD,12195.07,-5.98
18.10.2023,EUR,12869.46,19.31
18.10.2023,RUB,125.34,0.21
19.10.2023,USD,12206.93,11.86
19.10.2023,EUR,12901.5,32.04
19.10.2023,RUB,125.49,0.15
20.10.2023,USD,12231.01,24.08
20.10.2023,EUR,12897.6,-3.9
20.10.2023,RUB,125.65,0.16
20.10.2023,USD,12231.01,24.08
20.10.2023,EUR,12897.6,-3.9
20.10.2023,RUB,125.65,0.16
20.10.2023,USD,12231.01,24.08
20.10.2023,EUR,12897.6,-3.9
20.10.2023,RUB,125.65,0.16
23.10.2023,USD,12210.0,-21.01
23.10.2023,EUR,12930.39,32.79
23.10.2023,RUB,127.26,1.61
24.10.2023,USD,12218.04,8.04
24.10.2023,EUR,12942.57,12.18
24.10.2023,RUB,129.32,2.06
25.10.2023,USD,12199.93,-18.11
25.10.2023,EUR,12975.85,33.28
25.10.2023,RUB,130.34,1.02
26.10.2023,USD,12195.13,-4.8
26.10.2023,EUR,12889.03,-86.82
26.10.2023,RUB,131.21,0.87
27.10.2023,USD,12210.08,14.95
27.10.2023,EUR,12876.75,-12.28
27.10.2023,RUB,130.48,-0.73
27.10.2023,USD,12210.08,14.95
27.10.2023,EUR,12876.75,-12.28
27.10.2023,RUB,130.48,-0.73
27.10.2023,USD,12210.08,14.95
27.10.2023,EUR,12876.75,-12.28
27.10.2023,RUB,130.48,-0.73
30.10.2023,USD,12228.05,17.97
30.10.2023,EUR,12918.93,42.18
30.10.2023,RUB,131.08,0.6
31.10.2023,USD,12219.23,-8.82
31.10.2023,EUR,12930.39,11.46
31.10.2023,RUB,131.19,0.11
01.11.2023,USD,12234.42,15.19
01.11.2023,EUR,13051.68,121.29
01.11.2023,RUB,133.21,2.02
02.11.2023,USD,12249.0,14.58
02.11.2023,EUR,12921.47,-130.21
02.11.2023,RUB,131.53,-1.68
03.11.2023,USD,12240.01,-8.99
03.11.2023,EUR,13003.79,82.32
03.11.2023,RUB,131.59,0.06
03.11.2023,USD,12240.01,-8.99
03.11.2023,EUR,13003.79,82.32
03.11.2023,RUB,131.59,0.06
03.11.2023,USD,12240.01,-8.99
03.11.2023,EUR,13003.79,82.32
03.11.2023,RUB,131.59,0.06
06.11.2023,USD,12254.0,13.99
06.11.2023,EUR,13048.06,44.27
06.11.2023,RUB,131.78,0.19
07.11.2023,USD,12270.0,16.0
07.11.2023,EUR,13186.57,138.51
07.11.2023,RUB,133.01,1.23
08.11.2023,USD,12280.08,10.08
08.11.2023,EUR,13120.04,-66.53
08.11.2023,RUB,132.87,-0.14
09.11.2023,USD,12297.01,16.93
09.11.2023,EUR,13114.76,-5.28
09.11.2023,RUB,133.48,0.61
10.11.2023,USD,12288.04,-8.97
10.11.2023,EUR,13145.75,30.99
10.11.2023,RUB,133.67,0.19
10.11.2023,USD,12288.04,-8.97
10.11.2023,EUR,13145.75,30.99
10.11.2023,RUB,133.67,0.19
10.11.2023,USD,12288.04,-8.97
10.11.2023,EUR,13145.75,30.99
10.11.2023,RUB,133.67,0.19
13.11.2023,USD,12270.11,-17.93
13.11.2023,EUR,13100.8,-44.95
13.11.2023,RUB,133.33,-0.34
14.11.2023,USD,12281.14,11.03
14.11.2023,EUR,13127.31,26.51
14.11.2023,RUB,133.41,0.08
15.11.2023,USD,12289.98,8.84
15.11.2023,EUR,13169.94,42.63
15.11.2023,RUB,134.5,1.09
16.11.2023,USD,12282.0,-7.98
16.11.2023,EUR,13328.43,158.49
16.11.2023,RUB,137.5,3.0
17.11.2023,USD,12270.1,-11.9
17.11.2023,EUR,13315.51,-12.92
17.11.2023,RUB,138.03,0.53
17.11.2023,USD,12270.1,-11.9
17.11.2023,EUR,13315.51,-12.92
17.11.2023,RUB,138.03,0.53
17.11.2023,USD,12270.1,-11.9
17.11.2023,EUR,13315.51,-12.92
17.11.2023,RUB,138.03,0.53
20.11.2023,USD,12280.0,9.9
20.11.2023,EUR,13327.48,11.97
20.11.2023,RUB,137.86,-0.17
21.11.2023,USD,12277.42,-2.58
21.11.2023,EUR,13427.81,100.33
21.11.2023,RUB,138.93,1.07
22.11.2023,USD,12270.07,-7.35
22.11.2023,EUR,13428.36,0.55
22.11.2023,RUB,139.5,0.57
23.11.2023,USD,12289.03,18.96
23.11.2023,EUR,13397.5,-30.86
23.11.2023,RUB,139.27,-0.23
24.11.2023,USD,12304.98,15.95
24.11.2023,EUR,13440.73,43.23
24.11.2023,RUB,139.59,0.32
24.11.2023,USD,12304.98,15.95
24.11.2023,EUR,13440.73,43.23
24.11.2023,RUB,139.59,0.32
24.11.2023,USD,12304.98,15.95
24.11.2023,EUR,13440.73,43.23
24.11.2023,RUB,139.59,0.32
27.11.2023,USD,12296.16,-8.82
27.11.2023,EUR,13406.5,-34.23
27.11.2023,RUB,138.26,-1.33
28.11.2023,USD,12310.04,13.88
28.11.2023,EUR,13478.26,71.76
28.11.2023,RUB,138.69,0.43
29.11.2023,USD,12315.0,4.96
29.11.2023,EUR,13489.85,11.59
29.11.2023,RUB,138.99,0.3
30.11.2023,USD,12297.88,-17.12
30.11.2023,EUR,13496.92,7.07
30.11.2023,RUB,138.27,-0.72
01.12.2023,USD,12280.01,-17.87
01.12.2023,EUR,13415.91,-81.01
01.12.2023,RUB,138.69,0.42
01.12.2023,USD,12280.01,-17.87
01.12.2023,EUR,13415.91,-81.01
01.12.2023,RUB,138.69,0.42
01.12.2023,USD,12280.01,-17.87
01.12.2023,EUR,13415.91,-81.01
01.12.2023,RUB,138.69,0.42
04.12.2023,USD,12300.09,20.08
04.12.2023,EUR,13404.64,-11.27
04.12.2023,RUB,136.58,-2.11
05.12.2023,USD,12272.0,-28.09
05.12.2023,EUR,13345.8,-58.84
05.12.2023,RUB,135.56,-1.02
06.12.2023,USD,12289.4,17.4
06.12.2023,EUR,13311.88,-33.92
06.12.2023,RUB,134.17,-1.39
07.12.2023,USD,12305.17,15.77
07.12.2023,EUR,13278.51,-33.37
07.12.2023,RUB,131.98,-2.19
07.12.2023,USD,12305.17,15.77
07.12.2023,EUR,13278.51,-33.37
07.12.2023,RUB,131.98,-2.19
07.12.2023,USD,12305.17,15.77
07.12.2023,EUR,13278.51,-33.37
07.12.2023,RUB,131.98,-2.19
07.12.2023,USD,12305.17,15.77
07.12.2023,EUR,13278.51,-33.37
07.12.2023,RUB,131.98,-2.19
11.12.2023,USD,12311.98,6.81
11.12.2023,EUR,13272.31,-6.2
11.12.2023,RUB,133.04,1.06
12.12.2023,USD,12327.01,15.03
12.12.2023,EUR,13272.49,0.18
12.12.2023,RUB,135.42,2.38
13.12.2023,USD,12349.0,21.99
13.12.2023,EUR,13329.51,57.02
13.12.2023,RUB,136.96,1.54
14.12.2023,USD,12367.0,18.0
14.12.2023,EUR,13340.28,10.77
14.12.2023,RUB,137.54,0.58
15.12.2023,USD,12358.03,-8.97
15.12.2023,EUR,13475.2,134.92
15.12.2023,RUB,137.59,0.05
15.12.2023,USD,12358.03,-8.97
15.12.2023,EUR,13475.2,134.92
15.12.2023,RUB,137.59,0.05
15.12.2023,USD,12358.03,-8.97
15.12.2023,EUR,13475.2,134.92
15.12.2023,RUB,137.59,0.05
18.12.2023,USD,12377.49,19.46
18.12.2023,EUR,13566.97,91.77
18.12.2023,RUB,138.13,0.54
19.12.2023,USD,12386.68,9.19
19.12.2023,EUR,13526.25,-40.72
19.12.2023,RUB,136.72,-1.41
20.12.2023,USD,12371.7,-14.98
20.12.2023,EUR,13537.11,10.86
20.12.2023,RUB,137.36,0.64
21.12.2023,USD,12389.97,18.27
21.12.2023,EUR,13585.6,48.49
21.12.2023,RUB,137.01,-0.35
22.12.2023,USD,12369.84,-20.13
22.12.2023,EUR,13537.55,-48.05
22.12.2023,RUB,134.54,-2.47
22.12.2023,USD,12369.84,-20.13
22.12.2023,EUR,13537.55,-48.05
22.12.2023,RUB,134.54,-2.47
22.12.2023,USD,12369.84,-20.13
22.12.2023,EUR,13537.55,-48.05
22.12.2023,RUB,134.54,-2.47
25.12.2023,USD,12357.11,-12.73
25.12.2023,EUR,13597.76,60.21
25.12.2023,RUB,134.72,0.18
26.12.2023,USD,12347.63,-9.48
26.12.2023,EUR,13600.91,3.15
26.12.2023,RUB,134.45,-0.27
27.12.2023,USD,12354.83,7.2
27.12.2023,EUR,13607.61,6.7
27.12.2023,RUB,135.07,0.62
28.12.2023,USD,12350.16,-4.67
28.12.2023,EUR,13651.87,44.26
28.12.2023,RUB,134.18,-0.89
29.12.2023,USD,12338.77,-11.39
29.12.2023,EUR,13731.82,79.95
29.12.2023,RUB,136.36,2.18
29.12.2023,USD,12338.77,-11.39
29.12.2023,EUR,13731.82,79.95
29.12.2023,RUB,136.36,2.18
29.12.2023,USD,12338.77,-11.39
29.12.2023,EUR,13731.82,79.95
29.12.2023,RUB,136.36,2.18
29.12.2023,USD,12338.77,-11.39
29.12.2023,EUR,13731.82,79.95
29.12.2023,RUB,136.36,2.18
29.12.2023,USD,12338.77,-11.39
29.12.2023,EUR,13731.82,79.95
29.12.2023,RUB,136.36,2.18
03.01.2024,USD,12352.86,14.09
03.01.2024,EUR,13648.68,-83.14
03.01.2024,RUB,137.52,1.16
04.01.2024,USD,12345.12,-7.74
04.01.2024,EUR,13501.86,-146.82
04.01.2024,RUB,135.03,-2.49
05.01.2024,USD,12341.54,-3.58
05.01.2024,EUR,13536.2,34.34
05.01.2024,RUB,135.37,0.34
06.01.2024,USD,12355.16,13.62
06.01.2024,EUR,13483.19,-53.01
06.01.2024,RUB,135.64,0.27
06.01.2024,USD,12355.16,13.62
06.01.2024,EUR,13483.19,-53.01
06.01.2024,RUB,135.64,0.27
08.01.2024,USD,12384.0,28.84
08.01.2024,EUR,13550.57,67.38
08.01.2024,RUB,136.2,0.56
09.01.2024,USD,12390.08,6.08
09.01.2024,EUR,13551.03,0.46
09.01.2024,RUB,136.57,0.37
10.01.2024,USD,12397.04,6.96
10.01.2024,EUR,13567.32,16.29
10.01.2024,RUB,137.3,0.73
11.01.2024,USD,12418.03,20.99
11.01.2024,EUR,13595.26,27.94
11.01.2024,RUB,138.81,1.51
12.01.2024,USD,12416.0,-2.03
12.01.2024,EUR,13612.9,17.64
12.01.2024,RUB,139.77,0.96
12.01.2024,USD,12416.0,-2.03
12.01.2024,EUR,13612.9,17.64
12.01.2024,RUB,139.77,0.96
12.01.2024,USD,12416.0,-2.03
12.01.2024,EUR,13612.9,17.64
12.01.2024,RUB,139.77,0.96
15.01.2024,USD,12401.88,-14.12
15.01.2024,EUR,13596.18,-16.72
15.01.2024,RUB,140.67,0.9
16.01.2024,USD,12409.01,7.13
16.01.2024,EUR,13584.14,-12.04
16.01.2024,RUB,141.66,0.99
17.01.2024,USD,12415.05,6.04
17.01.2024,EUR,13515.02,-69.12
17.01.2024,RUB,141.66,0.0
18.01.2024,USD,12427.0,11.95
18.01.2024,EUR,13516.85,1.83
18.01.2024,RUB,140.68,-0.98
19.01.2024,USD,12420.15,-6.85
19.01.2024,EUR,13519.33,2.48
19.01.2024,RUB,140.19,-0.49
19.01.2024,USD,12420.15,-6.85
19.01.2024,EUR,13519.33,2.48
19.01.2024,RUB,140.19,-0.49
19.01.2024,USD,12420.15,-6.85
19.01.2024,EUR,13519.33,2.48
19.01.2024,RUB,140.19,-0.49
22.01.2024,USD,12407.0,-13.15
22.01.2024,EUR,13502.54,-16.79
22.01.2024,RUB,140.22,0.03
23.01.2024,USD,12418.01,11.01
23.01.2024,EUR,13531.91,29.37
23.01.2024,RUB,141.31,1.09
24.01.2024,USD,12435.0,16.99
24.01.2024,EUR,13539.23,7.32
24.01.2024,RUB,141.39,0.08
25.01.2024,USD,12421.76,-13.24
25.01.2024,EUR,13543.44,4.21
25.01.2024,RUB,140.6,-0.79
26.01.2024,USD,12412.0,-9.76
26.01.2024,EUR,13524.12,-19.32
26.01.2024,RUB,139.88,-0.72
26.01.2024,USD,12412.0,-9.76
26.01.2024,EUR,13524.12,-19.32
26.01.2024,RUB,139.88,-0.72
26.01.2024,USD,12412.0,-9.76
26.01.2024,EUR,13524.12,-19.32
26.01.2024,RUB,139.88,-0.72
29.01.2024,USD,12400.0,-12.0
29.01.2024,EUR,13446.56,-77.56
29.01.2024,RUB,138.69,-1.19
30.01.2024,USD,12424.0,24.0
30.01.2024,EUR,13448.98,2.42
30.01.2024,RUB,138.71,0.02
31.01.2024,USD,12430.05,6.05
31.01.2024,EUR,13458.02,9.04
31.01.2024,RUB,139.18,0.47
01.02.2024,USD,12420.24,-9.81
01.02.2024,EUR,13441.18,-16.84
01.02.2024,RUB,138.3,-0.88
02.02.2024,USD,12433.0,12.76
02.02.2024,EUR,13425.15,-16.03
02.02.2024,RUB,137.68,-0.62
02.02.2024,USD,12433.0,12.76
02.02.2024,EUR,13425.15,-16.03
02.02.2024,RUB,137.68,-0.62
02.02.2024,USD,12433.0,12.76
02.02.2024,EUR,13425.15,-16.03
02.02.2024,RUB,137.68,-0.62
05.02.2024,USD,12448.01,15.01
05.02.2024,EUR,13557.13,131.98
05.02.2024,RUB,137.47,-0.21
06.02.2024,USD,12469.89,21.88
06.02.2024,EUR,13410.12,-147.01
06.02.2024,RUB,136.82,-0.65
07.02.2024,USD,12484.0,14.11
07.02.2024,EUR,13394.08,-16.04
07.02.2024,RUB,137.49,0.67
08.02.2024,USD,12458.02,-25.98
08.02.2024,EUR,13416.04,21.96
08.02.2024,RUB,136.74,-0.75
09.02.2024,USD,12464.91,6.89
09.02.2024,EUR,13440.91,24.87
09.02.2024,RUB,136.59,-0.15
09.02.2024,USD,12464.91,6.89
09.02.2024,EUR,13440.91,24.87
09.02.2024,RUB,136.59,-0.15
09.02.2024,USD,12464.91,6.89
09.02.2024,EUR,13440.91,24.87
09.02.2024,RUB,136.59,-0.15
12.02.2024,USD,12460.0,-4.91
12.02.2024,EUR,13415.68,-25.23
12.02.2024,RUB,137.19,0.6
13.02.2024,USD,12469.65,9.65
13.02.2024,EUR,13428.57,12.89
13.02.2024,RUB,136.84,-0.35
14.02.2024,USD,12480.04,10.39
14.02.2024,EUR,13437.26,8.69
14.02.2024,RUB,136.74,-0.1
15.02.2024,USD,12486.06,6.02
15.02.2024,EUR,13360.08,-77.18
15.02.2024,RUB,136.55,-0.19
16.02.2024,USD,12497.01,10.95
16.02.2024,EUR,13413.04,52.96
16.02.2024,RUB,136.19,-0.36
16.02.2024,USD,12497.01,10.95
16.02.2024,EUR,13413.04,52.96
16.02.2024,RUB,136.19,-0.36
16.02.2024,USD,12497.01,10.95
16.02.2024,EUR,13413.04,52.96
16.02.2024,RUB,136.19,-0.36
19.02.2024,USD,12489.92,-7.09
19.02.2024,EUR,13446.65,33.61
19.02.2024,RUB,135.07,-1.12
20.02.2024,USD,12480.14,-9.78
20.02.2024,EUR,13447.35,0.7
20.02.2024,RUB,134.96,-0.11
21.02.2024,USD,12475.51,-4.63
21.02.2024,EUR,13471.06,23.71
21.02.2024,RUB,135.09,0.13
22.02.2024,USD,12495.03,19.52
22.02.2024,EUR,13494.63,23.57
22.02.2024,RUB,135.13,0.04
23.02.2024,USD,12508.0,12.97
23.02.2024,EUR,13574.93,80.3
23.02.2024,RUB,134.31,-0.82
23.02.2024,USD,12508.0,12.97
23.02.2024,EUR,13574.93,80.3
23.02.2024,RUB,134.31,-0.82
23.02.2024,USD,12508.0,12.97
23.02.2024,EUR,13574.93,80.3
23.02.2024,RUB,134.31,-0.82
26.02.2024,USD,12490.0,-18.0
26.02.2024,EUR,13510.43,-64.5
26.02.2024,RUB,134.0,-0.31
27.02.2024,USD,12480.9,-9.1
27.02.2024,EUR,13529.3,18.87
27.02.2024,RUB,134.78,0.78
28.02.2024,USD,12500.01,19.11
28.02.2024,EUR,13566.26,36.96
28.02.2024,RUB,136.04,1.26
29.02.2024,USD,12484.94,-15.07
29.02.2024,EUR,13483.74,-82.52
29.02.2024,RUB,135.63,-0.41
01.03.2024,USD,12496.8,11.86
01.03.2024,EUR,13560.28,76.54
01.03.2024,RUB,137.81,2.18
01.03.2024,USD,12496.8,11.86
01.03.2024,EUR,13560.28,76.54
01.03.2024,RUB,137.81,2.18
01.03.2024,USD,12496.8,11.86
01.03.2024,EUR,13560.28,76.54
01.03.2024,RUB,137.81,2.18
04.03.2024,USD,12514.45,17.65
04.03.2024,EUR,13535.63,-24.65
04.03.2024,RUB,137.06,-0.75
05.03.2024,USD,12525.01,10.56
05.03.2024,EUR,13588.38,52.75
05.03.2024,RUB,137.2,0.14
06.03.2024,USD,12526.39,1.38
06.03.2024,EUR,13592.39,4.01
06.03.2024,RUB,137.23,0.03
07.03.2024,USD,12510.86,-15.53
07.03.2024,EUR,13608.06,15.67
07.03.2024,RUB,138.81,1.58
07.03.2024,USD,12510.86,-15.53
07.03.2024,EUR,13608.06,15.67
07.03.2024,RUB,138.81,1.58
07.03.2024,USD,12510.86,-15.53
07.03.2024,EUR,13608.06,15.67
07.03.2024,RUB,138.81,1.58
07.03.2024,USD,12510.86,-15.53
07.03.2024,EUR,13608.06,15.67
07.03.2024,RUB,138.81,1.58
11.03.2024,USD,12503.11,-7.75
11.03.2024,EUR,13630.89,22.83
11.03.2024,RUB,137.68,-1.13
12.03.2024,USD,12513.01,9.9
12.03.2024,EUR,13682.98,52.09
12.03.2024,RUB,137.99,0.31
13.03.2024,USD,12534.01,21.0
13.03.2024,EUR,13699.67,16.69
13.03.2024,RUB,137.8,-0.19
14.03.2024,USD,12546.02,12.01
14.03.2024,EUR,13705.27,5.6
14.03.2024,RUB,137.01,-0.79
15.03.2024,USD,12567.01,20.99
15.03.2024,EUR,13750.82,45.55
15.03.2024,RUB,137.28,0.27
15.03.2024,USD,12567.01,20.99
15.03.2024,EUR,13750.82,45.55
15.03.2024,RUB,137.28,0.27
15.03.2024,USD,12567.01,20.99
15.03.2024,EUR,13750.82,45.55
15.03.2024,RUB,137.28,0.27
18.03.2024,USD,12570.0,2.99
18.03.2024,EUR,13698.79,-52.03
18.03.2024,RUB,136.91,-0.37
19.03.2024,USD,12559.86,-10.14
19.03.2024,EUR,13690.25,-8.54
19.03.2024,RUB,136.62,-0.29
20.03.2024,USD,12561.87,2.01
20.03.2024,EUR,13613.3,-76.95
20.03.2024,RUB,136.25,-0.37
20.03.2024,USD,12561.87,2.01
20.03.2024,EUR,13613.3,-76.95
20.03.2024,RUB,136.25,-0.37
20.03.2024,USD,12561.87,2.01
20.03.2024,EUR,13613.3,-76.95
20.03.2024,RUB,136.25,-0.37
20.03.2024,USD,12561.87,2.01
20.03.2024,EUR,13613.3,-76.95
20.03.2024,RUB,136.25,-0.37
20.03.2024,USD,12561.87,2.01
20.03.2024,EUR,13613.3,-76.95
20.03.2024,RUB,136.25,-0.37
25.03.2024,USD,12575.0,13.13
25.03.2024,EUR,13630.04,16.74
25.03.2024,RUB,135.58,-0.67
26.03.2024,USD,12597.07,22.07
26.03.2024,EUR,13627.51,-2.53
26.03.2024,RUB,135.96,0.38
27.03.2024,USD,12590.0,-7.07
27.03.2024,EUR,13665.19,37.68
27.03.2024,RUB,135.97,0.01
28.03.2024,USD,12600.14,10.14
28.03.2024,EUR,13642.17,-23.02
28.03.2024,RUB,135.92,-0.05
29.03.2024,USD,12620.09,19.95
29.03.2024,EUR,13599.41,-42.76
29.03.2024,RUB,136.73,0.81
29.03.2024,USD,12620.09,19.95
29.03.2024,EUR,13599.41,-42.76
29.03.2024,RUB,136.73,0.81
29.03.2024,USD,12620.09,19.95
29.03.2024,EUR,13599.41,-42.76
29.03.2024,RUB,136.73,0.81
01.04.2024,USD,12628.05,7.96
01.04.2024,EUR,13616.83,17.42
01.04.2024,RUB,136.42,-0.31
02.04.2024,USD,12645.0,16.95
02.04.2024,EUR,13638.9,22.07
02.04.2024,RUB,136.99,0.57
03.04.2024,USD,12633.52,-11.48
03.04.2024,EUR,13570.93,-67.97
03.04.2024,RUB,136.66,-0.33
04.04.2024,USD,12668.0,34.48
04.04.2024,EUR,13640.9,69.97
04.04.2024,RUB,137.13,0.47
05.04.2024,USD,12680.07,12.07
05.04.2024,EUR,13769.29,128.39
05.04.2024,RUB,137.43,0.3
05.04.2024,USD,12680.07,12.07
05.04.2024,EUR,13769.29,128.39
05.04.2024,RUB,137.43,0.3
05.04.2024,USD,12680.07,12.07
05.04.2024,EUR,13769.29,128.39
05.04.2024,RUB,137.43,0.3
08.04.2024,USD,12685.08,5.01
08.04.2024,EUR,13749.36,-19.93
08.04.2024,RUB,137.23,-0.2
09.04.2024,USD,12675.88,-9.2
09.04.2024,EUR,13725.44,-23.92
09.04.2024,RUB,136.97,-0.26
09.04.2024,USD,12675.88,-9.2
09.04.2024,EUR,13725.44,-23.92
09.04.2024,RUB,136.97,-0.26
09.04.2024,USD,12675.88,-9.2
09.04.2024,EUR,13725.44,-23.92
09.04.2024,RUB,136.97,-0.26
09.04.2024,USD,12675.88,-9.2
09.04.2024,EUR,13725.44,-23.92
09.04.2024,RUB,136.97,-0.26
13.04.2024,USD,12664.23,-11.65
13.04.2024,EUR,13759.69,34.25
13.04.2024,RUB,136.46,-0.51
13.04.2024,USD,12664.23,-11.65
13.04.2024,EUR,13759.69,34.25
13.04.2024,RUB,136.46,-0.51
15.04.2024,USD,12667.0,2.77
15.04.2024,EUR,13481.49,-278.2
15.04.2024,RUB,135.77,-0.69
16.04.2024,USD,12654.57,-12.43
16.04.2024,EUR,13483.44,1.95
16.04.2024,RUB,135.26,-0.51
17.04.2024,USD,12671.84,17.27
17.04.2024,EUR,13468.9,-14.54
17.04.2024,RUB,134.64,-0.62
18.04.2024,USD,12694.96,23.12
18.04.2024,EUR,13508.71,39.81
18.04.2024,RUB,134.66,0.02
19.04.2024,USD,12697.0,2.04
19.04.2024,EUR,13547.7,38.99
19.04.2024,RUB,135.05,0.39
19.04.2024,USD,12697.0,2.04
19.04.2024,EUR,13547.7,38.99
19.04.2024,RUB,135.05,0.39
19.04.2024,USD,12697.0,2.04
19.04.2024,EUR,13547.7,38.99
19.04.2024,RUB,135.05,0.39
22.04.2024,USD,12690.0,-7.0
22.04.2024,EUR,13526.27,-21.43
22.04.2024,RUB,135.95,0.9
23.04.2024,USD,12711.0,21.0
23.04.2024,EUR,13538.49,12.22
23.04.2024,RUB,136.31,0.36
24.04.2024,USD,12705.0,-6.0
24.04.2024,EUR,13543.53,5.04
24.04.2024,RUB,136.11,-0.2
25.04.2024,USD,12689.97,-15.03
25.04.2024,EUR,13557.96,14.43
25.04.2024,RUB,137.2,1.09
26.04.2024,USD,12640.21,-49.76
26.04.2024,EUR,13559.15,1.19
26.04.2024,RUB,137.02,-0.18
26.04.2024,USD,12640.21,-49.76
26.04.2024,EUR,13559.15,1.19
26.04.2024,RUB,137.02,-0.18
26.04.2024,USD,12640.21,-49.76
26.04.2024,EUR,13559.15,1.19
26.04.2024,RUB,137.02,-0.18
29.04.2024,USD,12662.01,21.8
29.04.2024,EUR,13593.93,34.78
29.04.2024,RUB,137.65,0.63
30.04.2024,USD,12620.01,-42.0
30.04.2024,EUR,13522.34,-71.59
30.04.2024,RUB,135.74,-1.91
01.05.2024,USD,12610.17,-9.84
01.05.2024,EUR,13526.93,4.59
01.05.2024,RUB,135.24,-0.5
02.05.2024,USD,12632.22,22.05
02.05.2024,EUR,13478.58,-48.35
02.05.2024,RUB,134.39,-0.85
03.05.2024,USD,12670.05,37.83
03.05.2024,EUR,13560.75,82.17
03.05.2024,RUB,138.0,3.61
03.05.2024,USD,12670.05,37.83
03.05.2024,EUR,13560.75,82.17
03.05.2024,RUB,138.0,3.61
03.05.2024,USD,12670.05,37.83
03.05.2024,EUR,13560.75,82.17
03.05.2024,RUB,138.0,3.61
06.05.2024,USD,12675.0,4.95
06.05.2024,EUR,13616.75,56.0
06.05.2024,RUB,138.36,0.36
07.05.2024,USD,12648.12,-26.88
07.05.2024,EUR,13622.03,5.28
07.05.2024,RUB,138.42,0.06
08.05.2024,USD,12683.99,35.87
08.05.2024,EUR,13647.97,25.94
08.05.2024,RUB,139.24,0.82
08.05.2024,USD,12683.99,35.87
08.05.2024,EUR,13647.97,25.94
08.05.2024,RUB,139.24,0.82
10.05.2024,USD,12695.0,11.01
10.05.2024,EUR,13648.39,0.42
10.05.2024,RUB,138.12,-1.12
10.05.2024,USD,12695.0,11.01
10.05.2024,EUR,13648.39,0.42
10.05.2024,RUB,138.12,-1.12
10.05.2024,USD,12695.0,11.01
10.05.2024,EUR,13648.39,0.42
10.05.2024,RUB,138.12,-1.12
13.05.2024,USD,12718.08,23.08
13.05.2024,EUR,13710.09,61.7
13.05.2024,RUB,137.82,-0.3
14.05.2024,USD,12699.85,-18.23
14.05.2024,EUR,13694.25,-15.84
14.05.2024,RUB,139.02,1.2
15.05.2024,USD,12710.95,11.1
15.05.2024,EUR,13718.93,24.68
15.05.2024,RUB,139.06,0.04
16.05.2024,USD,12727.96,17.01
16.05.2024,EUR,13781.84,62.91
16.05.2024,RUB,139.46,0.4
17.05.2024,USD,12720.0,-7.96
17.05.2024,EUR,13827.91,46.07
17.05.2024,RUB,140.04,0.58
17.05.2024,USD,12720.0,-7.96
17.05.2024,EUR,13827.91,46.07
17.05.2024,RUB,140.04,0.58
17.05.2024,USD,12720.0,-7.96
17.05.2024,EUR,13827.91,46.07
17.05.2024,RUB,140.04,0.58
20.05.2024,USD,12694.87,-25.13
20.05.2024,EUR,13766.32,-61.59
20.05.2024,RUB,139.48,-0.56
21.05.2024,USD,12687.7,-7.17
21.05.2024,EUR,13790.26,23.94
21.05.2024,RUB,140.03,0.55
22.05.2024,USD,12708.86,21.16
22.05.2024,EUR,13817.07,26.81
22.05.2024,RUB,140.54,0.51
23.05.2024,USD,12724.72,15.86
23.05.2024,EUR,13798.69,-18.38
23.05.2024,RUB,141.08,0.54
24.05.2024,USD,12712.88,-11.84
24.05.2024,EUR,13788.39,-10.3
24.05.2024,RUB,140.85,-0.23
24.05.2024,USD,12712.88,-11.84
24.05.2024,EUR,13788.39,-10.3
24.05.2024,RUB,140.85,-0.23
24.05.2024,USD,12712.88,-11.84
24.05.2024,EUR,13788.39,-10.3
24.05.2024,RUB,140.85,-0.23
27.05.2024,USD,12704.68,-8.2
